seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,partner_energy_true,partner_energy_model,partner_energy_pred,partner_distress_self,has_food,partner_alive,transfer_event,lesion_mode,metabolic_load,x,partner_x,food_source_x,hazard_x
0,0,17,SocialCorridorWorld,social_full_direct,possessor,GET,0.6049999999999998,0.6836630360309934,0.5238767867699786,0.016336963969006524,0.42000000000000004,0.43633696396900656,0.08112321323002114,0.12732607206198687,0.5174601771990277,0.8896467135030325,0.884238866082385,0.8764287324235452,1.7775447504848372,1.3516135695987033,0.2699999999999999,0.36077066779057676,0.28590222596858944,0.3392293322094232,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0.19,0.2575,0.07500000000000002,0.44249999999999995,0,1,0,coupling_off,low,2.0,6.0,0.0,3.0
0,0,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0.18,0.2740625,0.14687500000000003,0.42593749999999997,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0.16999999999999998,0.2752734375,0.167578125,0.42472656249999996,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,0.15999999999999998,0.27072753906249997,0.169091796875,0.4292724609375,1,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,4,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0.14999999999999997,0.2640228271484375,0.16340942382812496,0.43597717285156246,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0.13999999999999996,0.25650856018066404,0.15502853393554689,0.4434914398193359,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,6,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0.12999999999999995,0.24869071006774898,0.14563570022583006,0.45130928993225095,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,7,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0.11999999999999995,0.24075901627540583,0.13586338758468625,0.4592409837245941,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,8,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0.10999999999999996,0.23278463110327716,0.1259487703442573,0.46721536889672277,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,9,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8249999999999998,0.8318151283264159,0.8386302566528319,0.0,0.0,0.0,-0.013630256652832018,1.0,0.013630256652832018,0.7705217686879359,0.7676496063030221,0.7039055876165674,0.9049081023070598,1.0036302566528321,0.09999999999999996,0.2247942366637289,0.11598078887909646,0.47520576333627107,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,10,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8149999999999998,0.8234075641632079,0.8318151283264159,0.0,0.0,0.0,-0.016815128326416073,1.0,0.016815128326416073,0.7690794625966685,0.7682215488204807,0.7232003759777414,0.8955292647324005,1.006815128326416,0.08999999999999997,0.21679783874889832,0.10599279582966115,0.4832021612511016,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,11,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8049999999999998,0.8142037820816039,0.8234075641632079,0.0,0.0,0.0,-0.0184075641632081,1.0,0.0184075641632081,0.7676846362531063,0.7680067837935309,0.7366422983224783,0.8839923927251692,1.008407564163208,0.07999999999999997,0.20879918953083684,0.09599729843612292,0.4912008104691631,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,12,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7949999999999998,0.8046018910408019,0.8142037820816039,0.0,0.0,0.0,-0.019203782081604115,1.0,0.019203782081604115,0.7655441130865471,0.7670217155107374,0.745756123478956,0.8715082940413975,1.009203782081604,0.06999999999999998,0.20079969607406378,0.08599898691354607,0.4992003039259362,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,13,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7849999999999998,0.7948009455204008,0.8046018910408019,0.0,0.0,0.0,-0.019601891040802122,1.0,0.019601891040802122,0.7629577455240851,0.7653961275160766,0.7516481246900922,0.8586776581831255,1.009601891040802,0.05999999999999998,0.1927998860277739,0.07599962009257974,0.5072001139722261,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,14,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7749999999999998,0.7849004727602003,0.7948009455204008,0.0,0.0,0.0,-0.019800945520401014,1.0,0.019800945520401014,0.7601036268787571,0.7632791272611488,0.7551374254614092,0.845798303999685,1.0098009455204011,0.049999999999999975,0.1847999572604152,0.06599985753471738,0.5152000427395848,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,15,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7649999999999998,0.7749502363801,0.7849004727602003,0.0,0.0,0.0,-0.01990047276020046,1.0,0.01990047276020046,0.7570904682339311,0.7608036636502618,0.756837296918065,0.8330172842799592,1.0099004727602006,0.03999999999999997,0.17679998397265567,0.055999946575519016,0.5232000160273442,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,16,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7549999999999998,0.7649751181900499,0.7749502363801,0.0,0.0,0.0,-0.019950236380100184,1.0,0.019950236380100184,0.753986280907311,0.7580767105530815,0.75720912100857,0.8204063308093039,1.0099502363801003,0.02999999999999997,0.16879999398974585,0.045999979965819615,0.5312000060102541,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,17,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7449999999999998,0.7549875590950248,0.7649751181900499,0.0,0.0,0.0,-0.019975118190050156,1.0,0.019975118190050156,0.750834542651091,0.7551798433922852,0.7566003377236845,0.8079993740076379,1.00997511819005,0.01999999999999997,0.16079999774615467,0.03599999248718233,0.5392000022538452,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,0,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0.19,0.2575,0.07500000000000002,0.44249999999999995,0,1,0,coupling_off,low,2.0,6.0,0.0,3.0
0,0,1,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0.18,0.2740625,0.14687500000000003,0.42593749999999997,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,2,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0.16999999999999998,0.2752734375,0.167578125,0.42472656249999996,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,3,SocialCorridorWorld,social_full_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,0.15999999999999998,0.27072753906249997,0.169091796875,0.4292724609375,1,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,4,SocialCorridorWorld,social_full_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0.14999999999999997,0.2640228271484375,0.16340942382812496,0.43597717285156246,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,5,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0.13999999999999996,0.25650856018066404,0.15502853393554689,0.4434914398193359,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,6,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0.12999999999999995,0.24869071006774898,0.14563570022583006,0.45130928993225095,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,7,SocialCorridorWorld,social_full_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0.11999999999999995,0.24075901627540583,0.13586338758468625,0.4592409837245941,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,8,SocialCorridorWorld,social_full_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0.10999999999999996,0.23278463110327716,0.1259487703442573,0.46721536889672277,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
