seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,has_food,partner_alive,transfer_event,lesion_mode
1,1,16,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7549999999999998,0.7649751181900499,0.7749502363801,0.0,0.0,0.0,-0.019950236380100184,1.0,0.019950236380100184,0.753986280907311,0.7580767105530815,0.75720912100857,0.8204063308093039,1.0099502363801003,0,1,0,none
1,1,17,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7449999999999998,0.7549875590950248,0.7649751181900499,0.0,0.0,0.0,-0.019975118190050156,1.0,0.019975118190050156,0.750834542651091,0.7551798433922852,0.7566003377236845,0.8079993740076379,1.00997511819005,0,1,0,none
2,2,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
2,2,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0,1,0,none
2,2,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0,1,0,none
2,2,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,1,1,0,none
2,2,4,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0,1,0,none
2,2,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0,1,0,none
2,2,6,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0,1,0,none
2,2,7,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0,1,0,none
2,2,8,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0,1,0,none
2,2,9,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8249999999999998,0.8318151283264159,0.8386302566528319,0.0,0.0,0.0,-0.013630256652832018,1.0,0.013630256652832018,0.7705217686879359,0.7676496063030221,0.7039055876165674,0.9049081023070598,1.0036302566528321,0,1,0,none
2,2,10,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8149999999999998,0.8234075641632079,0.8318151283264159,0.0,0.0,0.0,-0.016815128326416073,1.0,0.016815128326416073,0.7690794625966685,0.7682215488204807,0.7232003759777414,0.8955292647324005,1.006815128326416,0,1,0,none
2,2,11,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8049999999999998,0.8142037820816039,0.8234075641632079,0.0,0.0,0.0,-0.0184075641632081,1.0,0.0184075641632081,0.7676846362531063,0.7680067837935309,0.7366422983224783,0.8839923927251692,1.008407564163208,0,1,0,none
2,2,12,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7949999999999998,0.8046018910408019,0.8142037820816039,0.0,0.0,0.0,-0.019203782081604115,1.0,0.019203782081604115,0.7655441130865471,0.7670217155107374,0.745756123478956,0.8715082940413975,1.009203782081604,0,1,0,none
2,2,13,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7849999999999998,0.7948009455204008,0.8046018910408019,0.0,0.0,0.0,-0.019601891040802122,1.0,0.019601891040802122,0.7629577455240851,0.7653961275160766,0.7516481246900922,0.8586776581831255,1.009601891040802,0,1,0,none
2,2,14,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7749999999999998,0.7849004727602003,0.7948009455204008,0.0,0.0,0.0,-0.019800945520401014,1.0,0.019800945520401014,0.7601036268787571,0.7632791272611488,0.7551374254614092,0.845798303999685,1.0098009455204011,0,1,0,none
2,2,15,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7649999999999998,0.7749502363801,0.7849004727602003,0.0,0.0,0.0,-0.01990047276020046,1.0,0.01990047276020046,0.7570904682339311,0.7608036636502618,0.756837296918065,0.8330172842799592,1.0099004727602006,0,1,0,none
2,2,16,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7549999999999998,0.7649751181900499,0.7749502363801,0.0,0.0,0.0,-0.019950236380100184,1.0,0.019950236380100184,0.753986280907311,0.7580767105530815,0.75720912100857,0.8204063308093039,1.0099502363801003,0,1,0,none
2,2,17,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7449999999999998,0.7549875590950248,0.7649751181900499,0.0,0.0,0.0,-0.019975118190050156,1.0,0.019975118190050156,0.750834542651091,0.7551798433922852,0.7566003377236845,0.8079993740076379,1.00997511819005,0,1,0,none
3,3,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
3,3,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0,1,0,none
3,3,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0,1,0,none
3,3,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,1,1,0,none
3,3,4,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0,1,0,none
3,3,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0,1,0,none
3,3,6,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0,1,0,none
3,3,7,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0,1,0,none
3,3,8,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0,1,0,none
3,3,9,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8249999999999998,0.8318151283264159,0.8386302566528319,0.0,0.0,0.0,-0.013630256652832018,1.0,0.013630256652832018,0.7705217686879359,0.7676496063030221,0.7039055876165674,0.9049081023070598,1.0036302566528321,0,1,0,none
3,3,10,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8149999999999998,0.8234075641632079,0.8318151283264159,0.0,0.0,0.0,-0.016815128326416073,1.0,0.016815128326416073,0.7690794625966685,0.7682215488204807,0.7232003759777414,0.8955292647324005,1.006815128326416,0,1,0,none
3,3,11,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8049999999999998,0.8142037820816039,0.8234075641632079,0.0,0.0,0.0,-0.0184075641632081,1.0,0.0184075641632081,0.7676846362531063,0.7680067837935309,0.7366422983224783,0.8839923927251692,1.008407564163208,0,1,0,none
3,3,12,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7949999999999998,0.8046018910408019,0.8142037820816039,0.0,0.0,0.0,-0.019203782081604115,1.0,0.019203782081604115,0.7655441130865471,0.7670217155107374,0.745756123478956,0.8715082940413975,1.009203782081604,0,1,0,none
3,3,13,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7849999999999998,0.7948009455204008,0.8046018910408019,0.0,0.0,0.0,-0.019601891040802122,1.0,0.019601891040802122,0.7629577455240851,0.7653961275160766,0.7516481246900922,0.8586776581831255,1.009601891040802,0,1,0,none
3,3,14,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7749999999999998,0.7849004727602003,0.7948009455204008,0.0,0.0,0.0,-0.019800945520401014,1.0,0.019800945520401014,0.7601036268787571,0.7632791272611488,0.7551374254614092,0.845798303999685,1.0098009455204011,0,1,0,none
3,3,15,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7649999999999998,0.7749502363801,0.7849004727602003,0.0,0.0,0.0,-0.01990047276020046,1.0,0.01990047276020046,0.7570904682339311,0.7608036636502618,0.756837296918065,0.8330172842799592,1.0099004727602006,0,1,0,none
3,3,16,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7549999999999998,0.7649751181900499,0.7749502363801,0.0,0.0,0.0,-0.019950236380100184,1.0,0.019950236380100184,0.753986280907311,0.7580767105530815,0.75720912100857,0.8204063308093039,1.0099502363801003,0,1,0,none
3,3,17,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7449999999999998,0.7549875590950248,0.7649751181900499,0.0,0.0,0.0,-0.019975118190050156,1.0,0.019975118190050156,0.750834542651091,0.7551798433922852,0.7566003377236845,0.8079993740076379,1.00997511819005,0,1,0,none
4,4,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
4,4,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0,1,0,none
4,4,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0,1,0,none
4,4,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,1,1,0,none
4,4,4,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0,1,0,none
4,4,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0,1,0,none
4,4,6,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0,1,0,none
4,4,7,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0,1,0,none
4,4,8,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0,1,0,none
4,4,9,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8249999999999998,0.8318151283264159,0.8386302566528319,0.0,0.0,0.0,-0.013630256652832018,1.0,0.013630256652832018,0.7705217686879359,0.7676496063030221,0.7039055876165674,0.9049081023070598,1.0036302566528321,0,1,0,none
4,4,10,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8149999999999998,0.8234075641632079,0.8318151283264159,0.0,0.0,0.0,-0.016815128326416073,1.0,0.016815128326416073,0.7690794625966685,0.7682215488204807,0.7232003759777414,0.8955292647324005,1.006815128326416,0,1,0,none
4,4,11,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8049999999999998,0.8142037820816039,0.8234075641632079,0.0,0.0,0.0,-0.0184075641632081,1.0,0.0184075641632081,0.7676846362531063,0.7680067837935309,0.7366422983224783,0.8839923927251692,1.008407564163208,0,1,0,none
4,4,12,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7949999999999998,0.8046018910408019,0.8142037820816039,0.0,0.0,0.0,-0.019203782081604115,1.0,0.019203782081604115,0.7655441130865471,0.7670217155107374,0.745756123478956,0.8715082940413975,1.009203782081604,0,1,0,none
4,4,13,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7849999999999998,0.7948009455204008,0.8046018910408019,0.0,0.0,0.0,-0.019601891040802122,1.0,0.019601891040802122,0.7629577455240851,0.7653961275160766,0.7516481246900922,0.8586776581831255,1.009601891040802,0,1,0,none
4,4,14,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7749999999999998,0.7849004727602003,0.7948009455204008,0.0,0.0,0.0,-0.019800945520401014,1.0,0.019800945520401014,0.7601036268787571,0.7632791272611488,0.7551374254614092,0.845798303999685,1.0098009455204011,0,1,0,none
4,4,15,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7649999999999998,0.7749502363801,0.7849004727602003,0.0,0.0,0.0,-0.01990047276020046,1.0,0.01990047276020046,0.7570904682339311,0.7608036636502618,0.756837296918065,0.8330172842799592,1.0099004727602006,0,1,0,none
4,4,16,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7549999999999998,0.7649751181900499,0.7749502363801,0.0,0.0,0.0,-0.019950236380100184,1.0,0.019950236380100184,0.753986280907311,0.7580767105530815,0.75720912100857,0.8204063308093039,1.0099502363801003,0,1,0,none
4,4,17,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7449999999999998,0.7549875590950248,0.7649751181900499,0.0,0.0,0.0,-0.019975118190050156,1.0,0.019975118190050156,0.750834542651091,0.7551798433922852,0.7566003377236845,0.8079993740076379,1.00997511819005,0,1,0,none
5,5,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
5,5,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0,1,0,none
5,5,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0,1,0,none
